image_location,ground_truth_caption,llm_question
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000533917.jpg,The banana is at the right side of the sandwich.,"""Where is the banana relative to the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000188084.jpg,The sandwich is on the dining table.,Where is the sandwich?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000254050.jpg,The backpack is on the dog.,"""Where is the backpack in relation to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000523225.jpg,The tv is facing the person.,"""Where is the tv facing in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000139008.jpg,The umbrella is on the bed.,"""Where is the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000268646.jpg,The person is alongside the cow.,"""Where is the person in relation to the cow?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000066271.jpg,The cat is on top of the suitcase.,"""Where is the cat relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000352065.jpg,The car is left of the surfboard.,"""Where is the car relative to the surfboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000434417.jpg,The bed is adjacent to the couch.,"""What is the spatial relationship between the bed and the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000511133.jpg,The banana is inside the bowl.,"""Where is the banana in relation to the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000234929.jpg,The dining table is beneath the airplane.,"""What is the relationship between the dining table and the airplane?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000361672.jpg,The dining table is in front of the bus.,"""Where is the dining table relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000047333.jpg,The dining table is beneath the cat.,"""What is the relationship between the dining table and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000559270.jpg,The surfboard is above the car.,"""Where is the surfboard relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000401218.jpg,The dog is in front of the cake.,"""Where is the dog relative to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000494386.jpg,The refrigerator is at the side of the bed.,"""Where is the refrigerator in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000503943.jpg,The laptop is above the bed.,"""Where is the laptop relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000343104.jpg,The person is at the right side of the cake.,"""Where is the person in relation to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000013943.jpg,The horse is left of the bus.,"""Where is the horse in relation to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000238193.jpg,The bowl is in the microwave.,"""What is the location of the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000432906.jpg,The cat is on the laptop.,"""Where is the cat in relation to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000418912.jpg,The giraffe is across from the person.,"""What is the relationship between the giraffe and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000053580.jpg,The person is at the left side of the bus.,"""Where is the person relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000072817.jpg,The pizza is beside the bowl.,"""Where is the pizza relative to the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000404159.jpg,The bed is beneath the person.,"""Where is the bed relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000303765.jpg,The traffic light is in front of the bus.,"""Where is the traffic light relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000333691.jpg,The chair is behind the person.,"""Where is the chair relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000106722.jpg,The motorcycle is behind the bus.,"""What is the location of the motorcycle relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000037291.jpg,The cake is in front of the cat.,"""Where is the cake relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000110287.jpg,The cake is left of the cup.,"""Where is the cake in relation to the cup?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000562328.jpg,The dog is beside the donut.,"""Where is the dog relative to the donut?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000288106.jpg,The cat is left of the microwave.,"""Where is the cat relative to the microwave?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000322321.jpg,The laptop is at the left side of the chair.,"""Where is the laptop relative to the chair?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000453472.jpg,The umbrella is at the right side of the cat.,"""Where is the umbrella relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000155894.jpg,The motorcycle is next to the person.,"""Where is the motorcycle relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000074502.jpg,The carrot is in the bowl.,"""Where is the carrot?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000105310.jpg,The refrigerator is facing the person.,"""Which direction is the refrigerator facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000336762.jpg,The laptop is next to the sandwich.,"""What is the location of the laptop in relation to the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000222235.jpg,The bird is above the cat.,Where is the bird relative to the cat?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000053335.jpg,The car is perpendicular to the bicycle.,"""What is the orientation of the car relative to the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000199215.jpg,The truck contains the bench.,"""What is the relationship between the truck and the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000516281.jpg,The bus contains the person.,"""What is the spatial relationship between the person and the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000436092.jpg,The dining table is touching the banana.,"""Where is the banana in relation to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000511204.jpg,The person is on top of the elephant.,"""Where is the person relative to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000376236.jpg,The giraffe is touching the person.,"""How is the giraffe positioned relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000246736.jpg,The cat is on top of the keyboard.,"""Where is the cat relative to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000523639.jpg,The dining table is in front of the person.,"""Where is the dining table relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000012827.jpg,The person is left of the cat.,"""Where is the person relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000477106.jpg,The refrigerator is beneath the cat.,"""Where is the refrigerator relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000554445.jpg,The person is facing away from the dining table.,"""Where is the person facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000364879.jpg,The cat is on the person.,"""Where is the cat in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000124926.jpg,The cat is facing the bird.,"""What direction is the cat facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000116049.jpg,The dining table is in front of the teddy bear.,"""What is the location of the dining table relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000194120.jpg,The apple is beside the cat.,"""What is the relationship between the apple and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000184679.jpg,The sheep is in the truck.,"""Where is the sheep in relation to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000492137.jpg,The laptop is touching the cat.,"""Where is the laptop in relation to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000260953.jpg,The dog is off the keyboard.,"""Where is the dog relative to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000321223.jpg,The oven is at the right side of the person.,"""Where is the oven relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000034138.jpg,The donut is touching the person.,"""What is the relationship between the donut and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000200775.jpg,The person is behind the sandwich.,"""What is the position of the person relative to the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000562602.jpg,The person is at the edge of the couch.,"""What is the relationship of the person to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000498082.jpg,The teddy bear is touching the person.,"""How is the teddy bear positioned relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000371258.jpg,The potted plant is left of the cat.,"""Where is the potted plant relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000252000.jpg,The teddy bear is against the fire hydrant.,"""What is the position of the teddy bear relative to the fire hydrant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000189509.jpg,The person is in front of the stop sign.,"""Where is the person relative to the stop sign?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000469648.jpg,The teddy bear is on the bed.,"""Where is the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000156156.jpg,The laptop is beneath the cat.,"""What is the spatial relationship between the laptop and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000508412.jpg,The orange is next to the apple.,"""What is the relationship between the orange and the apple?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000578671.jpg,The giraffe is at the right side of the person.,Where is the giraffe relative to the person?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000509783.jpg,The person is far from the elephant.,"""How far is the person from the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000123751.jpg,The suitcase contains the teddy bear.,"""What is the relationship between the suitcase and the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000458876.jpg,The truck is far from the bus.,"""What is the relative distance between the truck and the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000431312.jpg,The giraffe is touching the person.,"""What is the relationship between the giraffe and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000014635.jpg,The tv is away from the dining table.,"""Where is the tv relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000446522.jpg,The refrigerator is behind the dog.,"""What is the location of the refrigerator relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000462151.jpg,The person is facing the refrigerator.,"""Which direction is the person facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000386694.jpg,The boat is around the dining table.,"""What is the boat's relationship to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000439364.jpg,The toilet is surrounding the cat.,"""What is the relationship between the toilet and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000193680.jpg,The cat is on top of the car.,"""Where is the cat relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000347794.jpg,The person is in front of the toilet.,"""Where is the person relative to the toilet?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000334135.jpg,The cell phone is on the dining table.,"""What is the cell phone's location in relation to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000138315.jpg,The person is touching the banana.,"""What is the relationship between the person and the banana?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000237413.jpg,The cat is right of the toilet.,"""Where is the cat relative to the toilet?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000452300.jpg,The dog is under the chair.,Where is the dog relative to the chair?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000045183.jpg,The teddy bear is on the bed.,Where is the teddy bear?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000056262.jpg,The bed is under the person.,"""Where is the bed relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000249822.jpg,The refrigerator is at the back of the person.,"""Where is the refrigerator relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000558189.jpg,The cat is behind the laptop.,"""Where is the cat relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000393432.jpg,The cat is touching the bed.,"""What is the relationship between the cat and the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000179526.jpg,The sandwich is touching the person.,"""How is the sandwich related to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000198196.jpg,The pizza is in front of the keyboard.,"""Where is the pizza relative to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000229633.jpg,The keyboard is touching the person.,"""What is the relationship between the keyboard and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000054399.jpg,The handbag contains the cat.,"""What is the relationship between the handbag and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000043345.jpg,The dog is touching the laptop.,"""What is the relationship between the dog and the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000321127.jpg,The couch is under the person.,"""What is the spatial relationship between the couch and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000181446.jpg,The person is touching the refrigerator.,"""What is the relationship between the person and the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000133291.jpg,The dining table is far away from the truck.,"""Where is the dining table relative to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000295443.jpg,The cat is on top of the microwave.,"""Where is the cat relative to the microwave?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000162282.jpg,The book is above the bed.,"""Where is the book relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000318234.jpg,The person is right of the laptop.,"""Where is the person relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000071792.jpg,The bowl is below the cat.,"""Where is the bowl relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000391117.jpg,The person is inside the bus.,"""What is the spatial relationship between the person and the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000398076.jpg,The person is facing the book.,"""What direction is the person facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000286717.jpg,The laptop is behind the bowl.,"""Where is the laptop relative to the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000123970.jpg,The cat is on top of the umbrella.,"""What is the spatial relationship between the cat and the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000542854.jpg,The teddy bear is at the right side of the dog.,"""Where is the teddy bear relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000449909.jpg,The person is far away from the giraffe.,"""How far away is the person from the giraffe?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000460143.jpg,The motorcycle is parallel to the bus.,"""What is the relationship between the motorcycle and the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000411065.jpg,The laptop is at the edge of the bed.,"""What is the position of the laptop relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000436273.jpg,The dining table is in front of the refrigerator.,"""Where is the dining table relative to the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000355159.jpg,The bus is behind the bench.,"""Where is the bus relative to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000303706.jpg,The cat is on top of the refrigerator.,"""Where is the cat relative to the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000267664.jpg,The cat is left of the couch.,Where is the cat relative to the couch?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000366349.jpg,The book is on top of the teddy bear.,"""What is the relationship between the book and the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000281424.jpg,The suitcase is beneath the cat.,"""Where is the suitcase relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000524594.jpg,The person is touching the cat.,"""How is the person positioned relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000310059.jpg,The pizza is under the tv.,"""Where is the pizza relative to the tv?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000485148.jpg,The cat is in front of the horse.,"""Where is the cat relative to the horse?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000015953.jpg,The apple is left of the cake.,"""Where is the apple in relation to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000114079.jpg,The suitcase is touching the person.,"""What is the relationship between the suitcase and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000375407.jpg,The bed is touching the teddy bear.,"""How is the bed positioned in relation to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000232451.jpg,The person is facing the pizza.,"""What direction is the person facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000282943.jpg,The person is on top of the bed.,"""Where is the person relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000316353.jpg,The potted plant is on top of the refrigerator.,"""What is the relationship between the potted plant and the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000126733.jpg,The banana is in the middle of the dining table.,"""What is the position of the banana on the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000014493.jpg,The person is at the right side of the teddy bear.,"""Where is the person relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000441674.jpg,The dog is on top of the suitcase.,"""Where is the dog relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000212023.jpg,The dog is part of the vase.,"""What is the relationship between the dog and the vase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000061946.jpg,The sandwich is touching the teddy bear.,"""What is the relationship between the sandwich and the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000507557.jpg,The person is touching the giraffe.,"""What is the relationship between the person and the giraffe?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000429408.jpg,The sandwich is on the dining table.,"""Where is the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000566743.jpg,The suitcase contains the cat.,"""What is the relationship between the suitcase and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000521003.jpg,The truck is facing away from the bus.,"""In which direction is the truck facing relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000037322.jpg,The car is facing away from the motorcycle.,"""What direction is the car facing relative to the motorcycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000431060.jpg,The cat is on top of the toilet.,"""Where is the cat relative to the toilet?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000238217.jpg,The pizza is above the bicycle.,"""Where is the pizza relative to the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000215845.jpg,The dining table is at the right side of the truck.,"""Where is the dining table in relation to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000397148.jpg,The tv is on top of the refrigerator.,"""Where is the tv relative to the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000252617.jpg,The handbag contains the cat.,"""Where is the cat in relation to the handbag?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000101497.jpg,The cake is under the dog.,"""What is the location of the cake relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000294535.jpg,The cup is next to the sandwich.,"""What is the relationship between the cup and the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000563921.jpg,The suitcase is under the laptop.,"""Where is the suitcase relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000248400.jpg,The pizza is at the right side of the person.,"""Where is the pizza in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000485083.jpg,The dining table is behind the suitcase.,"""What is the position of the dining table relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000277797.jpg,The person is behind the parking meter.,"""What is the position of the person relative to the parking meter?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000454326.jpg,The hot dog is in front of the microwave.,"""What is the position of the hot dog relative to the microwave?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000386778.jpg,The book is next to the dog.,"""Where is the book in relation to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000024223.jpg,The person is touching the oven.,"""What is the relationship between the person and the oven?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000293658.jpg,The bicycle is connected to the pizza.,"""What is the relationship between the bicycle and the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000219524.jpg,The bear is facing the truck.,"""What direction is the bear facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000562801.jpg,The bed is beneath the person.,"""What is the spatial relationship between the bed and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000440586.jpg,The motorcycle is facing away from the bus.,"""Which direction is the motorcycle facing relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000341617.jpg,The bench is on top of the elephant.,"""What is the spatial relationship between the bench and the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000151358.jpg,The tie is near the teddy bear.,"""What is the location of the tie relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000274640.jpg,The person is in the boat.,"""What is the relationship between the person and the boat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000404673.jpg,The cat is at the left side of the couch.,Where is the cat relative to the couch?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000121619.jpg,The person is next to the parking meter.,"""Where is the person in relation to the parking meter?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000076738.jpg,The keyboard is in front of the person.,"""Where is the keyboard relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000301061.jpg,The elephant is inside the truck.,"""Where is the elephant in relation to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000189880.jpg,The person is in the middle of the couch.,"""What position is the person on the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000580274.jpg,The teddy bear is on the bed.,"""Where is the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000003474.jpg,The suitcase is beneath the cat.,"""What is the location of the suitcase relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000030156.jpg,The cat is under the bench.,"""Where is the cat relative to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000518273.jpg,The teddy bear is toward the book.,"""What is the teddy bear's position relative to the book?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000075624.jpg,The bed is touching the person.,"""What is the relationship between the bed and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000022374.jpg,The cat is on top of the laptop.,"""Where is the cat relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000230109.jpg,The bed is at the left side of the couch.,"""What is the position of the bed relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000369872.jpg,The sandwich is at the edge of the dining table.,"""What is the relationship of the sandwich to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000111322.jpg,The chair is below the cat.,"""Where is the chair relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000152385.jpg,The motorcycle is next to the truck.,"""What is the relationship between the motorcycle and the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000366499.jpg,The book is adjacent to the pizza.,"""What is the relationship between the book and the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000316194.jpg,The umbrella is beside the bus.,"""Where is the umbrella relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000234533.jpg,The cake is on top of the bicycle.,"""Where is the cake relative to the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000238795.jpg,The broccoli is at the left side of the pizza.,"""Where is the broccoli relative to the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000348290.jpg,The person is in front of the cat.,"""What is the position of the person relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000460496.jpg,The tv is close to the person.,"""Where is the tv relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000287649.jpg,The cat is at the back of the keyboard.,"""What is the location of the cat relative to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000447849.jpg,The person is touching the parking meter.,"""Where is the person in relation to the parking meter?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000324871.jpg,The bench is attached to the elephant.,"""Where is the bench in relation to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000270922.jpg,The microwave is in front of the person.,"""Where is the microwave relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000496517.jpg,The cat is facing away from the person.,"""Which direction is the cat facing relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000125703.jpg,The elephant is facing the person.,"""Where is the elephant looking?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000172006.jpg,The truck is across from the bed.,"""What is the location of the truck relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000123739.jpg,The bowl is in front of the cat.,"""Where is the bowl relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000053629.jpg,The cat is over the tv.,"""Where is the cat relative to the tv?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000144373.jpg,The donut is at the left side of the chair.,"""Where is the donut relative to the chair?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000110886.jpg,The refrigerator contains the sandwich.,"""What is the location of the sandwich relative to the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000548420.jpg,The boat is at the left side of the elephant.,"""Where is the boat relative to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000346207.jpg,The laptop is behind the cat.,"""Where is the laptop relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000537372.jpg,The cat is at the edge of the bed.,"""What is the cat's position relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000352497.jpg,The person is inside the suitcase.,"""What is the spatial relationship between the person and the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000096378.jpg,The sheep is touching the person.,"""What is the relationship between the sheep and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000358616.jpg,The truck is far away from the bus.,"""What is the relative distance between the truck and the bus?"""
